tip_x,tip_y,tip_position,crack_length,crack_area,ctod_10px,ctod_20px,ctod_30px,ctod_40px,ctod_50px,ctod,crack_width,tip_radius,frame
214.2,89.46,"(89.46, np.float64(214.2))",78.75,615.5919,6.3,5.04,6.93,8.19,8.82,5.04,11.97,16.55783763420993,127
215.46,88.83,"(88.83, np.float64(215.46))",80.01,538.1964,1.8900000000000001,0.0,4.41,7.5600000000000005,8.82,0.0,11.97,3.457105914119868,128
214.83,88.83,"(88.83, np.float64(214.83))",78.12,590.1903000000001,5.04,4.41,6.93,8.82,8.82,4.41,12.6,16.48963928995206,129
212.94,89.46,"(89.46, np.float64(212.94))",81.27,683.4618,6.93,6.3,7.5600000000000005,9.45,9.45,6.3,13.23,19.729780915257873,130
213.57,88.2,"(88.2, np.float64(213.57))",79.38,676.3176000000001,8.19,6.93,8.19,8.82,10.71,6.93,14.49,14.845064496329575,131
213.57,88.83,"(88.83, np.float64(213.57))",77.49,648.9315,6.93,6.3,10.08,11.34,10.71,6.3,14.49,16.18322663537659,132
214.2,89.46,"(89.46, np.float64(214.2))",76.86,495.3312,4.41,3.15,5.67,7.5600000000000005,8.82,3.15,11.34,16.57497607494771,133
212.94,88.83,"(88.83, np.float64(212.94))",79.38,645.3594,6.93,5.67,10.08,10.08,10.08,5.67,13.23,16.093566592353735,134
214.2,88.83,"(88.83, np.float64(214.2))",78.75,697.3533000000001,6.3,6.93,10.08,10.08,11.34,6.93,14.49,16.056953559057405,135
212.31,88.2,"(88.2, np.float64(212.31))",80.01,682.668,9.45,8.19,8.19,9.45,9.45,8.19,13.86,25.898195500083517,136
212.94,88.83,"(88.83, np.float64(212.94))",80.01,667.5858000000001,7.5600000000000005,6.93,8.19,10.08,11.34,6.93,13.86,19.656907000537885,137
214.2,89.46,"(89.46, np.float64(214.2))",80.01,602.4942000000001,6.3,5.04,6.93,8.19,8.82,5.04,11.34,16.457488841755648,138
212.31,89.46,"(89.46, np.float64(212.31))",80.64,701.3223,9.45,8.82,8.19,9.45,8.82,8.82,12.6,24.798931272639,139
212.31,88.83,"(88.83, np.float64(212.31))",78.75,685.0494000000001,7.5600000000000005,6.93,8.82,10.08,12.6,6.93,15.120000000000001,15.870911666603302,140
213.57,88.83,"(88.83, np.float64(213.57))",80.01,676.7145,6.3,6.3,8.82,9.45,10.71,6.3,13.23,16.25378358122667,141
212.31,88.2,"(88.2, np.float64(212.31))",78.75,673.9362000000001,10.08,7.5600000000000005,9.45,10.71,10.08,7.5600000000000005,14.49,25.200541273185557,142
211.05,88.83,"(88.83, np.float64(211.05))",82.53,729.5022,10.08,8.19,7.5600000000000005,10.71,10.08,8.19,13.86,18.650993318320573,143
214.2,88.2,"(88.2, np.float64(214.2))",78.75,640.9935,6.3,6.3,8.82,9.45,9.45,6.3,13.23,15.633414253867663,144
212.94,88.83,"(88.83, np.float64(212.94))",81.9,658.854,8.82,6.93,7.5600000000000005,8.19,8.82,6.93,12.6,24.82286620910359,145
213.57,89.46,"(89.46, np.float64(213.57))",79.38,551.691,6.3,4.41,6.3,7.5600000000000005,8.19,4.41,10.71,22.086867463147005,146
214.2,88.2,"(88.2, np.float64(214.2))",79.38,526.2894,5.04,3.7800000000000002,5.04,6.3,8.19,3.7800000000000002,11.34,19.091633758173543,147
213.57,88.83,"(88.83, np.float64(213.57))",78.75,523.908,6.93,5.04,5.67,6.3,6.93,5.04,10.71,21.41215668480279,148
212.94,89.46,"(89.46, np.float64(212.94))",79.38,521.1297000000001,6.3,4.41,5.67,7.5600000000000005,7.5600000000000005,4.41,10.71,21.797148225716555,149
216.72,89.46,"(89.46, np.float64(216.72))",75.6,474.6924,3.7800000000000002,3.15,5.67,6.93,7.5600000000000005,3.15,10.71,16.95601754194505,150
217.35,89.46,"(89.46, np.float64(217.35))",74.97,470.3265,2.52,3.15,6.3,6.93,6.93,3.15,10.08,16.864654566409225,151
216.72,89.46,"(89.46, np.float64(216.72))",73.08,417.53880000000004,2.52,1.8900000000000001,4.41,6.93,6.93,1.8900000000000001,10.08,17.131624962614318,152
258.3,92.61,"(92.61, np.float64(258.3))",15.120000000000001,54.3753,3.7800000000000002,3.15,0.0,0.0,0.0,3.15,4.41,4.6984132732312345,153
260.82,93.24,"(93.24, np.float64(260.82))",13.23,52.7877,3.7800000000000002,1.8900000000000001,0.0,0.0,0.0,1.8900000000000001,4.41,4.4093692506979,154
265.86,25.2,"(25.2, np.float64(265.86))",27.09,119.07000000000001,3.15,3.7800000000000002,5.67,1.8900000000000001,0.0,3.7800000000000002,5.67,22.306812194386698,158
260.82,28.98,"(28.98, np.float64(260.82))",40.32,176.2236,3.15,3.7800000000000002,4.41,5.67,3.7800000000000002,3.7800000000000002,6.3,22.632533599144402,159
188.37,30.87,"(30.87, np.float64(188.37))",123.48,437.7807,0.0,0.0,0.0,0.0,0.0,0.0,8.82,2.1971260710985,160
141.75,241.29,"(241.29, np.float64(141.75))",166.32,338.9526,0.0,0.0,0.0,0.0,0.0,0.0,211.05,1.5904803362479998,161
183.33,37.8,"(37.8, np.float64(183.33))",127.26,515.1762,3.7800000000000002,0.0,0.0,0.0,0.0,0.0,10.71,3.4409848277232773,162
250.11,45.36,"(45.36, np.float64(250.11))",49.14,270.2889,5.04,5.67,4.41,5.67,6.93,5.67,9.45,19.015311116747323,163
225.54,47.88,"(47.88, np.float64(225.54))",61.11,266.71680000000003,0.0,0.0,0.63,6.3,6.3,0.0,9.45,2.5747814084224303,164
214.2,89.46,"(89.46, np.float64(214.2))",80.01,515.5731000000001,6.3,3.15,2.52,4.41,6.93,3.15,10.71,16.982345028345712,165
214.83,89.46,"(89.46, np.float64(214.83))",78.75,481.04280000000006,5.04,3.15,5.04,5.04,6.3,3.15,10.71,21.311289292604755,166
214.2,89.46,"(89.46, np.float64(214.2))",79.38,573.5205000000001,6.3,5.04,5.67,6.93,7.5600000000000005,5.04,10.71,21.37877465167471,167
